ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Regulation,Cell_Population,Treatment
mmu05171,Coronavirus disease - COVID-19 - Mus musculus (house mouse),10/45,334/9771,2.09179124115867e-06,0.000141019516681795,0.000117287187363676,22121/20044/269261/11837/67115/20084/319195/20054/19944/14281,10,UPREGULATED,CD8_EM,0307
mmu03010,Ribosome - Mus musculus (house mouse),9/45,265/9771,2.61147253114435e-06,0.000141019516681795,0.000117287187363676,22121/20044/269261/11837/67115/20084/319195/20054/19944,9,UPREGULATED,CD8_EM,0307
mmu04660,T cell receptor signaling pathway - Mus musculus (house mouse),8/45,122/9771,6.86841483208834e-08,1.11268320279831e-05,9.25428524744534e-06,12477/12526/17444/15978/54167/208650/12487/14281,8,UPREGULATED,CD8_EM,0307
mmu05323,Rheumatoid arthritis - Mus musculus (house mouse),5/45,87/9771,4.60079327294277e-05,0.00186332127554182,0.00154974089193862,20304/12477/15978/12487/14281,5,UPREGULATED,CD8_EM,0307
mmu04380,Osteoclast differentiation - Mus musculus (house mouse),5/45,136/9771,0.000379142868176559,0.0122842289289205,0.0102169025529683,12326/14282/15978/18412/14281,5,UPREGULATED,CD8_EM,0307
mmu05162,Measles - Mus musculus (house mouse),5/45,145/9771,0.000508909548968047,0.0129330878647581,0.0107565643059717,16184/208650/12487/14281/193740,5,UPREGULATED,CD8_EM,0307
mmu05418,Fluid shear stress and atherosclerosis - Mus musculus (house mouse),5/45,148/9771,0.000558837129958685,0.0129330878647581,0.0107565643059717,11465/15978/18613/18412/14281,5,UPREGULATED,CD8_EM,0307
mmu04514,Cell adhesion molecules - Mus musculus (house mouse),5/45,179/9771,0.00131680489648251,0.0196949996361313,0.0163805065199793,12477/12526/18613/54167/12487,5,UPREGULATED,CD8_EM,0307
mmu04060,Cytokine-cytokine receptor interaction - Mus musculus (house mouse),5/45,294/9771,0.0108828509134791,0.0958240941093227,0.0796977520857265,20304/16184/12772/15978/16182,5,UPREGULATED,CD8_EM,0307
mmu04658,Th1 and Th2 cell differentiation - Mus musculus (house mouse),4/45,88/9771,0.000690536261146717,0.013983359288221,0.0116300843982605,17132/16184/15978/14281,4,UPREGULATED,CD8_EM,0307
mmu04061,Viral protein interaction with cytokine and cytokine receptor - Mus musculus (house mouse),4/45,95/9771,0.000920911583139719,0.0165764084965149,0.0137867465078227,20304/16184/12772/16182,4,UPREGULATED,CD8_EM,0307
mmu04659,Th17 cell differentiation - Mus musculus (house mouse),4/45,105/9771,0.00133731479010768,0.0196949996361313,0.0163805065199793,16184/15978/12394/14281,4,UPREGULATED,CD8_EM,0307
mmu04144,Endocytosis - Mus musculus (house mouse),4/45,270/9771,0.0350265455402661,0.206390642651035,0.171656934758495,16184/208650/212285/193740,4,UPREGULATED,CD8_EM,0307
mmu05020,Prion disease - Mus musculus (house mouse),4/45,273/9771,0.0362582391082893,0.206390642651035,0.171656934758495,20304/20463/12857/193740,4,UPREGULATED,CD8_EM,0307
mmu05144,Malaria - Mus musculus (house mouse),3/45,57/9771,0.00224518025248923,0.0303099334086047,0.0252090414314581,27007/15978/18613,3,UPREGULATED,CD8_EM,0307
mmu05321,Inflammatory bowel disease - Mus musculus (house mouse),3/45,62/9771,0.00285587816236322,0.035588635561757,0.0295993850026309,17132/15978/16182,3,UPREGULATED,CD8_EM,0307
mmu05031,Amphetamine addiction - Mus musculus (house mouse),3/45,69/9771,0.00386871000655273,0.0447665015043958,0.0372326978074247,12326/14282/14281,3,UPREGULATED,CD8_EM,0307
mmu04612,Antigen processing and presentation - Mus musculus (house mouse),3/45,87/9771,0.00738904514997678,0.077207813996435,0.0642144261958654,12526/15978/193740,3,UPREGULATED,CD8_EM,0307
mmu05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Mus musculus (house mouse),3/45,88/9771,0.00762546311075902,0.077207813996435,0.0642144261958654,15978/12487/14281,3,UPREGULATED,CD8_EM,0307
mmu04657,IL-17 signaling pathway - Mus musculus (house mouse),3/45,93/9771,0.00887466665378219,0.084570352818395,0.0703379152745585,14282/15978/14281,3,UPREGULATED,CD8_EM,0307
mmu05142,Chagas disease - Mus musculus (house mouse),3/45,103/9771,0.0117155605019218,0.0958240941093227,0.0796977520857265,20304/15978/14281,3,UPREGULATED,CD8_EM,0307
mmu04668,TNF signaling pathway - Mus musculus (house mouse),3/45,118/9771,0.0168584760104621,0.12413968698613,0.1032480827435,20304/14281/16182,3,UPREGULATED,CD8_EM,0307
mmu05135,Yersinia infection - Mus musculus (house mouse),3/45,136/9771,0.0244614917609252,0.172293985446516,0.143298441436999,12526/11465/14281,3,UPREGULATED,CD8_EM,0307
mmu04921,Oxytocin signaling pathway - Mus musculus (house mouse),3/45,153/9771,0.0330884585137068,0.206166549200789,0.171470554241072,12326/11465/14281,3,UPREGULATED,CD8_EM,0307
mmu04932,Non-alcoholic fatty liver disease - Mus musculus (house mouse),3/45,162/9771,0.0382204893798212,0.206390642651035,0.171656934758495,20463/12857/14281,3,UPREGULATED,CD8_EM,0307
mmu05164,Influenza A - Mus musculus (house mouse),3/45,174/9771,0.0456615521280311,0.224156710446698,0.18643313149563,20304/11465/15978,3,UPREGULATED,CD8_EM,0307
mmu05340,Primary immunodeficiency - Mus musculus (house mouse),2/45,36/9771,0.011830135075225,0.0958240941093227,0.0796977520857265,12526/54167,2,UPREGULATED,CD8_EM,0307
mmu04672,Intestinal immune network for IgA production - Mus musculus (house mouse),2/45,43/9771,0.0166150363995355,0.12413968698613,0.1032480827435,54167/12487,2,UPREGULATED,CD8_EM,0307
mmu05330,Allograft rejection - Mus musculus (house mouse),2/45,60/9771,0.0310033514623768,0.200901717476202,0.16709174682881,15978/12487,2,UPREGULATED,CD8_EM,0307
mmu05332,Graft-versus-host disease - Mus musculus (house mouse),2/45,60/9771,0.0310033514623768,0.200901717476202,0.16709174682881,15978/12487,2,UPREGULATED,CD8_EM,0307
mmu04940,Type I diabetes mellitus - Mus musculus (house mouse),2/45,67/9771,0.0379537370812045,0.206390642651035,0.171656934758495,15978/12487,2,UPREGULATED,CD8_EM,0307
mmu05140,Leishmaniasis - Mus musculus (house mouse),2/45,70/9771,0.0410989317525547,0.208063341997308,0.173048133694967,15978/14281,2,UPREGULATED,CD8_EM,0307
mmu05221,Acute myeloid leukemia - Mus musculus (house mouse),2/45,70/9771,0.0410989317525547,0.208063341997308,0.173048133694967,16842/12394,2,UPREGULATED,CD8_EM,0307
mmu05320,Autoimmune thyroid disease - Mus musculus (house mouse),2/45,76/9771,0.0476721003930639,0.227143537166951,0.18891730186725,12477/12487,2,UPREGULATED,CD8_EM,0307
mmu04061,Viral protein interaction with cytokine and cytokine receptor - Mus musculus (house mouse),2/10,95/9771,0.00400097669683277,0.12001633809677,0.0899906212117091,16963/12767,2,DOWNREGULATED,CD8_EM,0307
mmu05215,Prostate cancer - Mus musculus (house mouse),2/10,100/9771,0.00442346995945824,0.12001633809677,0.0899906212117091,12043/22027,2,DOWNREGULATED,CD8_EM,0307
mmu04915,Estrogen signaling pathway - Mus musculus (house mouse),2/10,134/9771,0.00781652902983848,0.12001633809677,0.0899906212117091,12043/22027,2,DOWNREGULATED,CD8_EM,0307
mmu05418,Fluid shear stress and atherosclerosis - Mus musculus (house mouse),2/10,148/9771,0.00946919338022103,0.12001633809677,0.0899906212117091,12043/22027,2,DOWNREGULATED,CD8_EM,0307
mmu04141,Protein processing in endoplasmic reticulum - Mus musculus (house mouse),2/10,175/9771,0.0130590258901677,0.12001633809677,0.0899906212117091,12043/22027,2,DOWNREGULATED,CD8_EM,0307
mmu04062,Chemokine signaling pathway - Mus musculus (house mouse),2/10,193/9771,0.0157364915705087,0.12001633809677,0.0899906212117091,16963/12767,2,DOWNREGULATED,CD8_EM,0307
mmu05417,Lipid and atherosclerosis - Mus musculus (house mouse),2/10,217/9771,0.0196455192931434,0.12001633809677,0.0899906212117091,12043/22027,2,DOWNREGULATED,CD8_EM,0307
mmu05207,Chemical carcinogenesis - receptor activation - Mus musculus (house mouse),2/10,228/9771,0.0215624618919271,0.12001633809677,0.0899906212117091,12043/22027,2,DOWNREGULATED,CD8_EM,0307
mmu05170,Human immunodeficiency virus 1 infection - Mus musculus (house mouse),2/10,241/9771,0.0239264584559249,0.12001633809677,0.0899906212117091,12043/12767,2,DOWNREGULATED,CD8_EM,0307
mmu05132,Salmonella infection - Mus musculus (house mouse),2/10,252/9771,0.0260082891647628,0.12001633809677,0.0899906212117091,12043/22027,2,DOWNREGULATED,CD8_EM,0307
mmu04060,Cytokine-cytokine receptor interaction - Mus musculus (house mouse),2/10,294/9771,0.0346159500195288,0.140386908412534,0.105264877252368,16963/12767,2,DOWNREGULATED,CD8_EM,0307
mmu04151,PI3K-Akt signaling pathway - Mus musculus (house mouse),2/10,367/9771,0.0518640958867295,0.164997455845657,0.123718351895807,12043/22027,2,DOWNREGULATED,CD8_EM,0307
mmu03260,Virion - Human immunodeficiency virus - Mus musculus (house mouse),1/10,10/9771,0.0101920345745619,0.12001633809677,0.0899906212117091,12767,1,DOWNREGULATED,CD8_EM,0307
mmu00604,Glycosphingolipid biosynthesis - ganglio series - Mus musculus (house mouse),1/10,15/9771,0.0152529094634832,0.12001633809677,0.0899906212117091,15212,1,DOWNREGULATED,CD8_EM,0307
mmu00603,Glycosphingolipid biosynthesis - globo and isoglobo series - Mus musculus (house mouse),1/10,17/9771,0.0172707299326021,0.12001633809677,0.0899906212117091,15212,1,DOWNREGULATED,CD8_EM,0307
mmu00511,Other glycan degradation - Mus musculus (house mouse),1/10,18/9771,0.0182782440499566,0.12001633809677,0.0899906212117091,15212,1,DOWNREGULATED,CD8_EM,0307
mmu00531,Glycosaminoglycan degradation - Mus musculus (house mouse),1/10,21/9771,0.0212952110904879,0.12001633809677,0.0899906212117091,15212,1,DOWNREGULATED,CD8_EM,0307
mmu00790,Folate biosynthesis - Mus musculus (house mouse),1/10,26/9771,0.0263049508157304,0.12001633809677,0.0899906212117091,268566,1,DOWNREGULATED,CD8_EM,0307
mmu04215,Apoptosis - multiple species - Mus musculus (house mouse),1/10,32/9771,0.0322861666424779,0.138640597935346,0.103955459158443,12043,1,DOWNREGULATED,CD8_EM,0307
mmu03060,Protein export - Mus musculus (house mouse),1/10,42/9771,0.042181412071536,0.15005292721514,0.112512649101475,93757,1,DOWNREGULATED,CD8_EM,0307
mmu00513,Various types of N-glycan biosynthesis - Mus musculus (house mouse),1/10,43/9771,0.0431659105687389,0.15005292721514,0.112512649101475,15212,1,DOWNREGULATED,CD8_EM,0307
mmu04672,Intestinal immune network for IgA production - Mus musculus (house mouse),1/10,43/9771,0.0431659105687389,0.15005292721514,0.112512649101475,12767,1,DOWNREGULATED,CD8_EM,0307
mmu00520,Amino sugar and nucleotide sugar metabolism - Mus musculus (house mouse),1/10,52/9771,0.051985499786988,0.164997455845657,0.123718351895807,15212,1,DOWNREGULATED,CD8_EM,0307
mmu00600,Sphingolipid metabolism - Mus musculus (house mouse),1/10,55/9771,0.0549090621986585,0.167015064187586,0.125231194488169,15212,1,DOWNREGULATED,CD8_EM,0307
mmu04340,Hedgehog signaling pathway - Mus musculus (house mouse),1/10,58/9771,0.0578245077839975,0.168847562729273,0.126605238095489,12043,1,DOWNREGULATED,CD8_EM,0307
mmu03250,Viral life cycle - HIV-1 - Mus musculus (house mouse),1/10,63/9771,0.0626656007707137,0.17594572524085,0.131927580569924,12767,1,DOWNREGULATED,CD8_EM,0307
mmu00970,Aminoacyl-tRNA biosynthesis - Mus musculus (house mouse),1/10,66/9771,0.0655594993289615,0.177253461148674,0.132908146787758,102436,1,DOWNREGULATED,CD8_EM,0307
mmu04918,Thyroid hormone synthesis - Mus musculus (house mouse),1/10,74/9771,0.0732372920173484,0.181876526323549,0.136374612383915,22027,1,DOWNREGULATED,CD8_EM,0307
mmu04115,p53 signaling pathway - Mus musculus (house mouse),1/10,75/9771,0.0741930130733273,0.181876526323549,0.136374612383915,12043,1,DOWNREGULATED,CD8_EM,0307
mmu01521,EGFR tyrosine kinase inhibitor resistance - Mus musculus (house mouse),1/10,80/9771,0.078958326225952,0.181876526323549,0.136374612383915,12043,1,DOWNREGULATED,CD8_EM,0307
mmu01524,Platinum drug resistance - Mus musculus (house mouse),1/10,81/9771,0.0799087355477703,0.181876526323549,0.136374612383915,12043,1,DOWNREGULATED,CD8_EM,0307
mmu05210,Colorectal cancer - Mus musculus (house mouse),1/10,88/9771,0.086536925052213,0.181876526323549,0.136374612383915,12043,1,DOWNREGULATED,CD8_EM,0307
mmu05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Mus musculus (house mouse),1/10,88/9771,0.086536925052213,0.181876526323549,0.136374612383915,18566,1,DOWNREGULATED,CD8_EM,0307
mmu04727,GABAergic synapse - Mus musculus (house mouse),1/10,90/9771,0.0884227838058552,0.181876526323549,0.136374612383915,268566,1,DOWNREGULATED,CD8_EM,0307
mmu01522,Endocrine resistance - Mus musculus (house mouse),1/10,93/9771,0.0912450023026028,0.181876526323549,0.136374612383915,12043,1,DOWNREGULATED,CD8_EM,0307
mmu04657,IL-17 signaling pathway - Mus musculus (house mouse),1/10,93/9771,0.0912450023026028,0.181876526323549,0.136374612383915,22027,1,DOWNREGULATED,CD8_EM,0307
mmu05222,Small cell lung cancer - Mus musculus (house mouse),1/10,94/9771,0.0921839927941274,0.181876526323549,0.136374612383915,12043,1,DOWNREGULATED,CD8_EM,0307
mmu04933,AGE-RAGE signaling pathway in diabetic complications - Mus musculus (house mouse),1/10,101/9771,0.0987325142600984,0.187457323836534,0.140559204607062,12043,1,DOWNREGULATED,CD8_EM,0307
mmu04064,NF-kappa B signaling pathway - Mus musculus (house mouse),1/10,107/9771,0.104311661272702,0.187457323836534,0.140559204607062,12043,1,DOWNREGULATED,CD8_EM,0307
mmu05145,Toxoplasmosis - Mus musculus (house mouse),1/10,109/9771,0.106164457676149,0.187457323836534,0.140559204607062,12043,1,DOWNREGULATED,CD8_EM,0307
mmu04725,Cholinergic synapse - Mus musculus (house mouse),1/10,113/9771,0.109859705914763,0.187457323836534,0.140559204607062,12043,1,DOWNREGULATED,CD8_EM,0307
mmu04066,HIF-1 signaling pathway - Mus musculus (house mouse),1/10,116/9771,0.11262211306624,0.187457323836534,0.140559204607062,12043,1,DOWNREGULATED,CD8_EM,0307
mmu04928,Parathyroid hormone synthesis| secretion and action - Mus musculus (house mouse),1/10,116/9771,0.11262211306624,0.187457323836534,0.140559204607062,12043,1,DOWNREGULATED,CD8_EM,0307
mmu04670,Leukocyte transendothelial migration - Mus musculus (house mouse),1/10,119/9771,0.115376802404578,0.187457323836534,0.140559204607062,12767,1,DOWNREGULATED,CD8_EM,0307
mmu04722,Neurotrophin signaling pathway - Mus musculus (house mouse),1/10,121/9771,0.117208983759218,0.187457323836534,0.140559204607062,12043,1,DOWNREGULATED,CD8_EM,0307
mmu04660,T cell receptor signaling pathway - Mus musculus (house mouse),1/10,122/9771,0.118123793102473,0.187457323836534,0.140559204607062,18566,1,DOWNREGULATED,CD8_EM,0307
mmu04071,Sphingolipid signaling pathway - Mus musculus (house mouse),1/10,126/9771,0.121774504763366,0.189139124419696,0.141820251908063,12043,1,DOWNREGULATED,CD8_EM,0307
mmu04142,Lysosome - Mus musculus (house mouse),1/10,135/9771,0.129938923249606,0.193582477494311,0.145151965821257,15212,1,DOWNREGULATED,CD8_EM,0307
mmu04210,Apoptosis - Mus musculus (house mouse),1/10,135/9771,0.129938923249606,0.193582477494311,0.145151965821257,12043,1,DOWNREGULATED,CD8_EM,0307
mmu05162,Measles - Mus musculus (house mouse),1/10,145/9771,0.138930329730268,0.202838281406192,0.152092150441557,12043,1,DOWNREGULATED,CD8_EM,0307
mmu05226,Gastric cancer - Mus musculus (house mouse),1/10,150/9771,0.143394596799937,0.20380261171962,0.152815224360782,12043,1,DOWNREGULATED,CD8_EM,0307
mmu01240,Biosynthesis of cofactors - Mus musculus (house mouse),1/10,152/9771,0.145174463142743,0.20380261171962,0.152815224360782,268566,1,DOWNREGULATED,CD8_EM,0307
mmu04261,Adrenergic signaling in cardiomyocytes - Mus musculus (house mouse),1/10,156/9771,0.148724214066729,0.20484655899757,0.153597996652829,12043,1,DOWNREGULATED,CD8_EM,0307
mmu05161,Hepatitis B - Mus musculus (house mouse),1/10,164/9771,0.155783943597182,0.207576965385276,0.155645309301144,12043,1,DOWNREGULATED,CD8_EM,0307
mmu04140,Autophagy - animal - Mus musculus (house mouse),1/10,167/9771,0.158417727248045,0.207576965385276,0.155645309301144,12043,1,DOWNREGULATED,CD8_EM,0307
